,Unnamed: 0,Name,client,split_seed,forest_seed,c_central,cindex_on_global_model,global_c_index_mean,global_c_index_weighted,training_samples,test_samples,concordant_pairs
182,182,5_uneven,3,1,7,0.5775768535262206,0.5673076923076923,0.558987308987309,0.5833204884829015,64.0,21.0,59.0
183,183,5_uneven,4,1,7,0.5775768535262206,0.4861111111111111,0.558987308987309,0.5833204884829015,81.0,27.0,102.0
184,184,5_uneven,5,1,7,0.5775768535262206,0.6235431235431236,0.558987308987309,0.5833204884829015,131.0,45.0,270.0
185,185,5_uneven,1,1,8,0.5801084990958408,0.0,0.5648212898212898,0.5877947189422599,16.0,5.0,0.0
186,186,5_uneven,2,1,8,0.5801084990958408,0.0,0.5648212898212898,0.5877947189422599,32.0,10.0,0.0
187,187,5_uneven,3,1,8,0.5801084990958408,0.5769230769230769,0.5648212898212898,0.5877947189422599,64.0,21.0,58.0
188,188,5_uneven,4,1,8,0.5801084990958408,0.4916666666666666,0.5648212898212898,0.5877947189422599,81.0,27.0,100.0
189,189,5_uneven,5,1,8,0.5801084990958408,0.6258741258741258,0.5648212898212898,0.5877947189422599,131.0,45.0,269.0
190,190,5_uneven,1,1,9,0.5826401446654611,0.0,0.5593887593887594,0.5891751594658572,16.0,5.0,0.0
191,191,5_uneven,2,1,9,0.5826401446654611,0.0,0.5593887593887594,0.5891751594658572,32.0,10.0,0.0
192,192,5_uneven,3,1,9,0.5826401446654611,0.5480769230769231,0.5593887593887594,0.5891751594658572,64.0,21.0,60.0
193,193,5_uneven,4,1,9,0.5826401446654611,0.4972222222222222,0.5593887593887594,0.5891751594658572,81.0,27.0,101.0
194,194,5_uneven,5,1,9,0.5826401446654611,0.6328671328671329,0.5593887593887594,0.5891751594658572,131.0,45.0,269.0
195,195,5_uneven,1,1,10,0.579746835443038,0.0,0.5581131831131831,0.5870907063170343,16.0,5.0,0.0
196,196,5_uneven,2,1,10,0.579746835443038,0.0,0.5581131831131831,0.5870907063170343,32.0,10.0,0.0
197,197,5_uneven,3,1,10,0.579746835443038,0.5576923076923077,0.5581131831131831,0.5870907063170343,64.0,21.0,58.0
198,198,5_uneven,4,1,10,0.579746835443038,0.4861111111111111,0.5581131831131831,0.5870907063170343,81.0,27.0,101.0
199,199,5_uneven,5,1,10,0.579746835443038,0.6305361305361306,0.5581131831131831,0.5870907063170343,131.0,45.0,274.0
200,200,central,-1,1,1,0.5943942133815552,-1.0,-1.0,-1.0,324.0,108.0,1641.0
201,201,central,-1,1,2,0.5867992766726944,-1.0,-1.0,-1.0,324.0,108.0,1620.0
202,202,central,-1,1,3,0.5857142857142857,-1.0,-1.0,-1.0,324.0,108.0,1617.0
203,203,central,-1,1,4,0.5875226039783001,-1.0,-1.0,-1.0,324.0,108.0,1622.0
204,204,central,-1,1,5,0.5810126582278481,-1.0,-1.0,-1.0,324.0,108.0,1604.0
205,205,central,-1,1,6,0.5875226039783001,-1.0,-1.0,-1.0,324.0,108.0,1622.0
206,206,central,-1,1,7,0.5853526220614829,-1.0,-1.0,-1.0,324.0,108.0,1616.0
207,207,central,-1,1,8,0.5933092224231464,-1.0,-1.0,-1.0,324.0,108.0,1638.0
208,208,central,-1,1,9,0.5860759493670886,-1.0,-1.0,-1.0,324.0,108.0,1618.0
209,209,central,-1,1,10,0.5828209764918626,-1.0,-1.0,-1.0,324.0,108.0,1609.0
0,0,2_even,1,2,1,0.5922242314647378,0.5246679316888045,0.5826464658444023,0.602164705293057,162.0,54.0,267.0
1,1,2_even,2,2,1,0.5922242314647378,0.640625,0.5826464658444023,0.602164705293057,162.0,54.0,538.0
2,2,2_even,1,2,2,0.5929475587703436,0.5284629981024668,0.585144960589695,0.6044572651517641,162.0,54.0,268.0
3,3,2_even,2,2,2,0.5929475587703436,0.6418269230769231,0.585144960589695,0.6044572651517641,162.0,54.0,545.0
4,4,2_even,1,2,3,0.5875226039783001,0.530360531309298,0.5806850733469566,0.5979997053846661,162.0,54.0,265.0
5,5,2_even,2,2,3,0.5875226039783001,0.6310096153846154,0.5806850733469566,0.5979997053846661,162.0,54.0,543.0
6,6,2_even,1,2,4,0.591500904159132,0.530360531309298,0.5800841118084952,0.5966586386415609,162.0,54.0,270.0
7,7,2_even,2,2,4,0.591500904159132,0.6298076923076923,0.5800841118084952,0.5966586386415609,162.0,54.0,540.0
8,8,2_even,1,2,5,0.5904159132007233,0.5227703984819735,0.5810967377025251,0.6011127876933419,162.0,54.0,267.0
9,9,2_even,2,2,5,0.5904159132007233,0.6394230769230769,0.5810967377025251,0.6011127876933419,162.0,54.0,546.0
10,10,2_even,1,2,6,0.591500904159132,0.5341555977229602,0.5849864527076339,0.6020560458933175,162.0,54.0,268.0
11,11,2_even,2,2,6,0.591500904159132,0.6358173076923077,0.5849864527076339,0.6020560458933175,162.0,54.0,539.0
12,12,2_even,1,2,7,0.5896925858951175,0.5284629981024668,0.5815391913589256,0.5997554650938585,162.0,54.0,266.0
